Time [sec]		Acceleration [mm/sec2]
    48.980		          42.500
    49.000		           6.800
    49.020		           7.300
    49.040		          20.100
    49.060		          16.500
    49.080		         -14.800
    49.100		          -7.200
    49.120		          30.000
    49.140		          11.800
    49.160		          49.100
    49.180		          39.800
    49.200		          19.200
    49.220		          54.900
    49.240		          68.900
    49.260		          69.000
    49.280		          50.900
    49.300		          49.100
    49.320		          86.900
    49.340		         117.700
    49.360		          92.900
    49.380		          75.100
    49.400		          71.200
    49.420		          68.700
    49.440		          81.500
    49.460		          45.500
    49.480		           6.000
    49.500		           4.100
    49.520		         -35.700
    49.540		         -29.800
    49.560		         -17.800
    49.580		         -80.700
    49.600		         -76.900
    49.620		         -88.500
    49.640		        -133.900
    49.660		        -138.100
    49.680		        -126.000
    49.700		        -124.400
    49.720		        -110.500
    49.740		         -91.200
    49.760		         -69.900
    49.780		         -78.500
    49.800		         -59.600
    49.820		         -20.500
    49.840		          29.600
    49.860		          16.200
    49.880		          17.500
    49.900		           3.700
    49.920		         -12.800
    49.940		         -12.500
    49.960		          -2.100
    49.980		         -31.000
    50.000		         -55.700
    50.020		         -38.000
    50.040		         -46.900
    50.060		         -20.800
    50.080		         -10.200
    50.100		         -25.500
    50.120		         -18.200
    50.140		          19.800
    50.160		          -3.300
    50.180		         -12.800
    50.200		           4.300
    50.220		          10.300
    50.240		          20.000
    50.260		          -2.000
    50.280		         -20.200
    50.300		         -29.000
    50.320		          10.000
    50.340		          11.000
    50.360		         -17.400
    50.380		         -40.300
    50.400		         -47.500
    50.420		         -28.400
    50.440		          -6.500
    50.460		         -11.100
    50.480		         -34.000
    50.500		         -18.300
    50.520		          34.400
    50.540		          40.200
    50.560		          25.300
    50.580		          20.700
    50.600		          52.800
    50.620		          88.100
    50.640		          96.000
    50.660		          65.800
    50.680		          42.900
    50.700		          71.900
    50.720		         107.800
    50.740		         111.300
    50.760		         107.200
    50.780		         112.600
    50.800		         103.000
    50.820		         139.700
    50.840		         144.500
    50.860		         111.600
    50.880		         123.100
    50.900		         115.800
    50.920		          83.800
    50.940		          98.800
    50.960		          88.100
    50.980		          71.700
    51.000		          57.600
    51.020		          65.800
    51.040		          96.200
    51.060		          44.200
    51.080		           4.100
    51.100		          17.200
    51.120		          35.800
    51.140		          52.100
    51.160		          35.000
    51.180		           2.500
    51.200		           2.500
    51.220		          22.400
    51.240		          44.100
    51.260		          35.500
    51.280		          20.600
    51.300		          13.900
    51.320		          30.800
    51.340		          20.000
    51.360		          12.800
    51.380		          22.000
    51.400		           1.100
    51.420		          17.100
    51.440		          27.900
    51.460		           2.200
    51.480		         -10.000
    51.500		         -18.000
    51.520		         -32.200
    51.540		         -45.700
    51.560		         -49.700
    51.580		         -65.000
    51.600		         -94.700
    51.620		         -86.200
    51.640		         -64.200
    51.660		         -84.000
    51.680		         -91.400
    51.700		         -96.200
    51.720		        -110.600
    51.740		        -108.400
    51.760		        -117.600
    51.780		        -132.000
    51.800		        -138.400
    51.820		        -149.600
    51.840		        -165.200
    51.860		        -168.100
    51.880		        -185.800
    51.900		        -196.300
    51.920		        -205.300
    51.940		        -211.000
    51.960		        -197.700
    51.980		        -207.100
    52.000		        -222.300
    52.020		        -218.400
    52.040		        -210.300
    52.060		        -186.200
    52.080		        -174.100
    52.100		        -168.300
    52.120		        -141.000
    52.140		        -119.900
    52.160		        -101.700
    52.180		        -100.700
    52.200		        -100.600
    52.220		         -93.800
    52.240		         -86.300
    52.260		         -72.000
    52.280		         -52.900
    52.300		         -41.700
    52.320		         -33.200
    52.340		         -21.800
    52.360		         -18.600
    52.380		          -7.000
    52.400		          22.200
    52.420		          25.000
    52.440		           7.300
    52.460		          20.300
    52.480		          31.400
    52.500		          24.300
    52.520		          15.800
    52.540		         -12.200
    52.560		         -14.000
    52.580		          -8.200
    52.600		         -12.100
    52.620		         -10.900
    52.640		         -23.500
    52.660		         -24.000
    52.680		         -15.800
    52.700		          -1.900
    52.720		           8.800
    52.740		          17.500
    52.760		          43.100
    52.780		          38.700
    52.800		          52.800
    52.820		          74.100
    52.840		          92.200
    52.860		         117.000
    52.880		         151.300
    52.900		         146.100
    52.920		         182.700
    52.940		         228.900
    52.960		         237.000
    52.980		         252.300
    53.000		         257.600
    53.020		         253.600
    53.040		         242.300
    53.060		         219.600
    53.080		         189.900
    53.100		         181.200
    53.120		         181.400
    53.140		         195.000
    53.160		         181.000
    53.180		         156.600
    53.200		         162.600
    53.220		         143.400
    53.240		         151.400
    53.260		         136.100
    53.280		         109.600
    53.300		         103.400
    53.320		          63.400
    53.340		          78.500
    53.360		          74.300
    53.380		          45.900
    53.400		          32.700
    53.420		          16.200
    53.440		          15.600
    53.460		          28.900
    53.480		          27.800
    53.500		           9.200
    53.520		          10.600
    53.540		           9.000
    53.560		          33.200
    53.580		          50.300
    53.600		          58.300
    53.620		          49.500
    53.640		          46.300
    53.660		          43.200
    53.680		          61.700
    53.700		          59.900
    53.720		          49.500
    53.740		          37.500
    53.760		          54.100
    53.780		          62.700
    53.800		          66.600
    53.820		          63.000
    53.840		          68.000
    53.860		          64.500
    53.880		          65.600
    53.900		          61.700
    53.920		          72.200
    53.940		          75.400
    53.960		          73.600
    53.980		          71.000
    54.000		          74.200
    54.020		          74.100
    54.040		          73.900
    54.060		          60.400
    54.080		          47.900
    54.100		          44.800
    54.120		          54.600
    54.140		          52.700
    54.160		          28.700
    54.180		          18.400
    54.200		          -5.600
    54.220		         -25.400
    54.240		         -30.300
    54.260		         -32.700
    54.280		         -37.300
    54.300		         -33.600
    54.320		         -26.600
    54.340		         -28.500
    54.360		         -22.700
    54.380		         -27.400
    54.400		         -34.800
    54.420		         -28.700
    54.440		         -30.800
    54.460		         -42.400
    54.480		         -35.600
    54.500		         -40.100
    54.520		         -42.100
    54.540		         -33.400
    54.560		         -41.500
    54.580		         -33.700
    54.600		         -47.000
    54.620		         -70.800
    54.640		         -49.100
    54.660		         -63.300
    54.680		         -84.400
    54.700		         -84.500
    54.720		         -97.100
    54.740		         -90.900
    54.760		         -76.600
    54.780		        -102.900
    54.800		        -129.900
    54.820		        -110.800
    54.840		        -116.200
    54.860		        -111.600
    54.880		        -116.200
    54.900		        -125.700
    54.920		        -140.800
    54.940		        -140.000
    54.960		        -152.700
    54.980		        -166.700
    55.000		        -140.900
    55.020		        -172.600
    55.040		        -185.100
    55.060		        -175.700
    55.080		        -201.400
    55.100		        -172.600
    55.120		        -155.000
    55.140		        -180.900
    55.160		        -158.800
    55.180		        -130.900
    55.200		        -116.500
    55.220		         -85.200
    55.240		         -88.200
    55.260		         -76.000
    55.280		         -63.600
    55.300		         -75.300
    55.320		         -73.000
    55.340		         -57.900
    55.360		         -64.900
    55.380		         -70.500
    55.400		         -61.500
    55.420		         -61.900
    55.440		         -56.500
    55.460		         -38.500
    55.480		         -12.000
    55.500		         -22.100
    55.520		           5.100
    55.540		           1.800
    55.560		          24.500
    55.580		          15.500
    55.600		          32.900
    55.620		          41.000
    55.640		          29.300
    55.660		          34.900
    55.680		          47.300
    55.700		          32.200
    55.720		          22.400
    55.740		          39.800
    55.760		          51.600
    55.780		          31.500
    55.800		          24.800
    55.820		          11.400
    55.840		          24.100
    55.860		          13.300
    55.880		          15.900
    55.900		          -3.300
    55.920		          -0.400
    55.940		          -4.200
    55.960		          -3.100
    55.980		          -8.600
    56.000		         -19.000
    56.020		         -11.100
    56.040		         -23.700
    56.060		         -41.900
    56.080		         -37.800
    56.100		         -18.100
    56.120		         -12.300
    56.140		         -28.500
    56.160		         -53.600
    56.180		         -52.500
    56.200		         -23.200
    56.220		         -54.700
    56.240		         -60.900
    56.260		         -48.800
    56.280		         -57.100
    56.300		         -40.700
    56.320		         -58.600
    56.340		         -65.600
    56.360		         -41.600
    56.380		         -53.900
    56.400		         -67.700
    56.420		         -60.100
    56.440		         -45.600
    56.460		         -44.800
    56.480		         -40.000
    56.500		         -37.100
    56.520		         -31.200
    56.540		         -15.900
    56.560		         -16.100
    56.580		         -33.300
    56.600		         -10.100
    56.620		          43.200
    56.640		         -44.600
    56.660		          18.500
    56.680		          25.600
    56.700		         -14.400
    56.720		          56.400
    56.740		         -20.700
    56.760		         -13.600
    56.780		          17.900
    56.800		          22.900
    56.820		          -5.200
    56.840		          -6.500
    56.860		          15.900
    56.880		          17.500
    56.900		          35.800
    56.920		          55.600
    56.940		          50.300
    56.960		          58.600
    56.980		          59.800
    57.000		          73.600
    57.020		          89.800
    57.040		          98.200
    57.060		          97.500
    57.080		          97.700
    57.100		         111.100
    57.120		         132.500
    57.140		         146.800
    57.160		         141.100
    57.180		         163.700
    57.200		         190.700
    57.220		         206.500
    57.240		         219.100
    57.260		         225.100
    57.280		         217.500
    57.300		         231.200
    57.320		         240.500
    57.340		         216.700
    57.360		         182.600
    57.380		         178.500
    57.400		         195.200
    57.420		         191.700
    57.440		         178.000
    57.460		         155.100
    57.480		         133.000
    57.500		         135.000
    57.520		         129.400
    57.540		         140.100
    57.560		         145.000
    57.580		         136.400
    57.600		         113.800
    57.620		         104.400
    57.640		         100.900
    57.660		          99.600
    57.680		          86.800
    57.700		          75.700
    57.720		          67.500
    57.740		          62.700
    57.760		          41.600
    57.780		          33.500
    57.800		          31.500
    57.820		          30.300
    57.840		          41.800
    57.860		          13.500
    57.880		           9.200
    57.900		          18.900
    57.920		           7.500
    57.940		          -4.300
    57.960		          -9.500
    57.980		         -17.100
    58.000		          -6.700
    58.020		         -15.200
    58.040		         -33.400
    58.060		         -32.900
    58.080		         -35.000
    58.100		         -49.000
    58.120		         -65.600
    58.140		         -62.000
    58.160		         -71.900
    58.180		         -87.800
    58.200		         -71.200
    58.220		         -71.000
    58.240		         -85.100
    58.260		        -107.300
    58.280		         -99.300
    58.300		         -95.900
    58.320		        -107.100
    58.340		        -112.700
    58.360		        -131.700
    58.380		        -126.300
    58.400		        -126.800
    58.420		        -123.400
    58.440		        -137.600
    58.460		        -152.100
    58.480		        -153.100
    58.500		        -164.500
    58.520		        -151.200
    58.540		        -152.000
    58.560		        -160.300
    58.580		        -166.000
    58.600		        -175.000
    58.620		        -162.300
    58.640		        -144.400
    58.660		        -150.500
    58.680		        -174.000
    58.700		        -152.200
    58.720		        -136.200
    58.740		        -133.100
    58.760		        -120.400
    58.780		        -126.200
    58.800		        -115.600
    58.820		         -91.000
    58.840		         -82.900
    58.860		         -91.600
    58.880		        -100.100
    58.900		         -73.100
    58.920		         -48.800
    58.940		         -41.100
    58.960		         -32.000
    58.980		         -26.400
    59.000		          -0.300
    59.020		          20.600
    59.040		          25.800
    59.060		          18.100
    59.080		          10.300
    59.100		          33.100
    59.120		          22.600
    59.140		          10.600
    59.160		          16.400
    59.180		          25.500
    59.200		          30.000
    59.220		          28.300
    59.240		          31.600
    59.260		          33.800
    59.280		          28.300
    59.300		          29.700
    59.320		          20.300
    59.340		          22.700
    59.360		          36.300
    59.380		          36.200
    59.400		          31.500
    59.420		          25.900
    59.440		          47.000
    59.460		          63.000
    59.480		          38.700
    59.500		          42.800
    59.520		          55.300
    59.540		          68.300
    59.560		          67.800
    59.580		          43.200
    59.600		          52.200
    59.620		          65.200
    59.640		          59.100
    59.660		          62.100
    59.680		          65.100
    59.700		          77.000
    59.720		          73.700
    59.740		          65.300
    59.760		          71.000
    59.780		          82.300
    59.800		          88.300
    59.820		          85.800
    59.840		          67.900
    59.860		          81.800
    59.880		          80.900
    59.900		          66.000
    59.920		          67.000
    59.940		          61.900
    59.960		          43.500
    59.980		          45.300
    60.000		          54.000
    60.020		          53.500
    60.040		          42.900
    60.060		          46.900
    60.080		          52.600
    60.100		          32.800
    60.120		          56.800
    60.140		          41.700
    60.160		           4.900
    60.180		          87.500
    60.200		          25.400
    60.220		           5.200
    60.240		          24.500
    60.260		         -16.400
    60.280		          36.800
    60.300		          33.000
    60.320		          -5.200
    60.340		         -11.900
    60.360		         -20.400
    60.380		         -23.900
    60.400		         -33.800
    60.420		         -32.000
    60.440		         -24.000
    60.460		         -54.700
    60.480		         -62.900
    60.500		         -72.500
    60.520		         -52.300
    60.540		         -56.000
    60.560		         -88.200
    60.580		        -106.200
    60.600		         -93.800
    60.620		         -66.400
    60.640		         -67.500
    60.660		         -67.900
    60.680		         -88.400
    60.700		         -43.600
    60.720		         -12.800
    60.740		           3.600
    60.760		          10.500
    60.780		          13.300
    60.800		          33.400
    60.820		           2.100
    60.840		           9.300
    60.860		           1.500
    60.880		          22.600
    60.900		          38.900
    60.920		          35.500
    60.940		          49.500
    60.960		          16.500
    60.980		          23.400
    61.000		          45.600
    61.020		          37.700
    61.040		          62.100
    61.060		          34.300
    61.080		          20.900
    61.100		          36.900
    61.120		          28.200
    61.140		          32.300
    61.160		           5.400
    61.180		           7.000
    61.200		          27.400
    61.220		          23.700
    61.240		           6.600
    61.260		         -14.100
    61.280		           6.600
    61.300		          31.000
    61.320		          -6.200
    61.340		         -15.000
    61.360		         -11.800
    61.380		           1.700
    61.400		           9.200
    61.420		         -23.600
    61.440		         -31.400
    61.460		         -27.900
    61.480		         -25.200
    61.500		         -36.500
    61.520		         -36.800
    61.540		         -57.000
    61.560		         -55.000
    61.580		         -66.800
    61.600		         -75.500
    61.620		         -78.000
    61.640		         -77.300
    61.660		         -82.400
    61.680		         -77.200
    61.700		         -84.000
    61.720		         -76.500
    61.740		         -71.100
    61.760		         -76.600
    61.780		         -68.600
    61.800		         -78.400
    61.820		         -72.100
    61.840		         -59.900
    61.860		         -51.600
    61.880		         -36.800
    61.900		         -45.800
    61.920		         -52.200
    61.940		         -44.100
    61.960		         -37.800
    61.980		         -33.300
    62.000		         -14.900
    62.020		         -19.700
    62.040		         -28.600
    62.060		         -41.200
    62.080		         -30.000
    62.100		         -20.000
    62.120		         -24.600
    62.140		         -30.900
    62.160		         -40.100
    62.180		         -28.300
    62.200		         -21.000
    62.220		         -19.800
    62.240		          -3.600
    62.260		          -3.000
    62.280		         -15.100
    62.300		          -3.100
    62.320		          -7.200
    62.340		           2.700
    62.360		         -14.800
    62.380		         -14.100
    62.400		          -2.900
    62.420		          -4.700
    62.440		           5.100
    62.460		          14.400
    62.480		          12.800
    62.500		          18.900
    62.520		           0.500
    62.540		           7.000
    62.560		          19.700
    62.580		          26.400
    62.600		          23.600
    62.620		          16.600
    62.640		           8.400
    62.660		           7.900
    62.680		          12.500
    62.700		          15.600
    62.720		          15.100
    62.740		          15.400
    62.760		           9.700
    62.780		          24.700
    62.800		          39.300
    62.820		          26.000
    62.840		          33.200
    62.860		          21.500
    62.880		          41.600
    62.900		          47.800
    62.920		          67.000
    62.940		          30.900
    62.960		          42.500
    62.980		          57.900
    63.000		          47.900
    63.020		          65.000
    63.040		          69.200
    63.060		          75.000
    63.080		          84.500
    63.100		          75.900
    63.120		          77.600
    63.140		          99.200
    63.160		          89.900
    63.180		          96.000
    63.200		          88.700
    63.220		          70.600
    63.240		          84.300
    63.260		          79.800
    63.280		          70.900
    63.300		          46.700
    63.320		          40.800
    63.340		          31.200
    63.360		          24.300
    63.380		           8.200
    63.400		           4.700
    63.420		          -4.200
    63.440		          -1.300
    63.460		          -8.900
    63.480		          -2.500
    63.500		         -22.100
    63.520		         -38.300
    63.540		         -42.600
    63.560		         -34.700
    63.580		         -35.300
    63.600		         -44.600
    63.620		         -65.400
    63.640		         -55.900
    63.660		         -28.800
    63.680		         -29.700
    63.700		         -32.900
    63.720		         -33.400
    63.740		         -33.700
    63.760		         -12.700
    63.780		         -10.100
    63.800		         -19.400
    63.820		         -18.900
    63.840		         -22.700
    63.860		          -6.500
    63.880		          -0.400
    63.900		         -11.600
    63.920		         -20.600
    63.940		           0.000
    63.960		          11.800
    63.980		          17.800
    64.000		          25.600
    64.020		          19.500
    64.040		          16.000
    64.060		          27.300
    64.080		          19.600
    64.100		          24.100
    64.120		          47.000
    64.140		          41.900
    64.160		          45.100
    64.180		          39.700
    64.200		          31.800
    64.220		          60.100
    64.240		          71.300
    64.260		          52.900
    64.280		          50.900
    64.300		          49.500
    64.320		          54.000
    64.340		          43.800
    64.360		          27.900
    64.380		          15.100
    64.400		           8.100
    64.420		          10.500
    64.440		           1.800
    64.460		          -1.100
    64.480		          -8.100
    64.500		         -10.600
    64.520		          -8.000
    64.540		         -11.300
    64.560		         -17.500
    64.580		         -18.800
    64.600		         -18.000
    64.620		         -22.000
    64.640		         -28.800
    64.660		         -28.600
    64.680		         -28.100
    64.700		         -27.900
    64.720		         -23.600
    64.740		         -29.100
    64.760		         -34.900
    64.780		         -34.600
    64.800		         -42.200
    64.820		         -38.600
    64.840		         -23.100
    64.860		         -28.000
    64.880		         -42.100
    64.900		         -39.900
    64.920		         -36.100
    64.940		         -29.500
    64.960		         -26.800
    64.980		         -21.900
    65.000		         -18.300
    65.020		         -18.200
    65.040		         -12.000
    65.060		         -11.100
    65.080		         -11.800
    65.100		           2.400
    65.120		          -3.400
    65.140		          15.000
    65.160		           9.500
    65.180		          20.800
    65.200		          29.300
    65.220		          26.900
    65.240		          26.900
    65.260		          39.800
    65.280		          41.100
    65.300		          41.800
    65.320		          36.500
    65.340		          28.200
    65.360		          17.900
    65.380		          19.100
    65.400		          13.100
    65.420		          11.500
    65.440		          18.600
    65.460		          19.300
    65.480		          15.300
    65.500		           5.300
    65.520		           1.200
    65.540		          -1.100
    65.560		          15.100
    65.580		          20.600
    65.600		           6.400
    65.620		          -1.500
    65.640		          -9.000
    65.660		          -3.700
    65.680		          -0.800
    65.700		          -9.000
    65.720		         -17.500
    65.740		          -4.600
    65.760		          -0.900
    65.780		         -27.200
    65.800		         -18.600
    65.820		         -11.400
    65.840		           7.300
    65.860		           7.500
    65.880		          -9.000
    65.900		          -4.000
    65.920		          -1.500
    65.940		           4.600
    65.960		          -2.300
    65.980		           5.500
    66.000		           5.600
    66.020		          -3.900
    66.040		          -4.300
    66.060		         -12.800
    66.080		          -2.600
    66.100		          -4.900
    66.120		          -6.400
    66.140		         -14.700
    66.160		         -14.200
    66.180		         -10.800
    66.200		         -14.800
    66.220		         -18.600
    66.240		         -23.300
    66.260		         -37.400
    66.280		         -25.600
    66.300		         -26.200
    66.320		         -24.800
    66.340		         -35.000
    66.360		         -41.900
    66.380		         -40.300
    66.400		         -44.900
    66.420		         -34.500
    66.440		         -41.200
    66.460		         -35.700
    66.480		         -31.200
    66.500		         -47.700
    66.520		         -43.200
    66.540		         -46.100
    66.560		         -29.500
    66.580		         -43.300
    66.600		         -37.700
    66.620		         -31.900
    66.640		         -33.600
    66.660		         -24.800
    66.680		         -25.800
    66.700		         -24.300
    66.720		         -21.600
    66.740		         -15.600
    66.760		         -22.300
    66.780		         -25.400
    66.800		         -28.800
    66.820		         -21.800
    66.840		         -13.700
    66.860		         -18.700
    66.880		         -26.000
    66.900		         -34.400
    66.920		         -26.600
    66.940		         -20.800
    66.960		         -24.800
    66.980		         -21.300
    67.000		         -24.700
    67.020		         -18.800
    67.040		         -20.900
    67.060		         -22.600
    67.080		         -13.800
    67.100		         -20.800
    67.120		          -3.000
    67.140		           0.100
    67.160		           3.700
    67.180		          18.900
    67.200		          18.300
    67.220		          33.500
    67.240		          25.100
    67.260		          42.300
    67.280		          54.500
    67.300		          52.100
    67.320		          75.300
    67.340		          50.900
    67.360		          60.900
    67.380		          61.900
    67.400		          75.200
    67.420		          72.600
    67.440		          60.600
    67.460		          55.600
    67.480		          63.900
    67.500		          59.500
    67.520		          55.600
    67.540		          58.900
    67.560		          41.600
    67.580		          40.400
    67.600		          27.700
    67.620		          20.700
    67.640		          24.600
    67.660		           8.900
    67.680		          -7.200
    67.700		         -17.500
    67.720		         -21.800
    67.740		         -20.700
    67.760		         -24.900
    67.780		         -30.400
    67.800		         -31.600
    67.820		         -40.400
    67.840		         -54.300
    67.860		         -50.600
    67.880		         -48.300
    67.900		         -45.100
    67.920		         -48.700
    67.940		         -53.400
    67.960		         -44.400
    67.980		         -49.500
    68.000		         -30.700
    68.020		         -39.000
    68.040		         -45.500
    68.060		         -46.200
    68.080		         -44.200
    68.100		         -38.400
    68.120		         -39.200
    68.140		         -45.400
    68.160		         -46.300
    68.180		         -41.500
    68.200		         -53.800
    68.220		         -42.300
    68.240		         -40.800
    68.260		         -47.600
    68.280		         -37.800
    68.300		         -47.400
    68.320		         -34.800
    68.340		         -25.500
    68.360		         -18.600
    68.380		          -8.100
    68.400		          -1.500
    68.420		          -2.700
    68.440		          -1.200
    68.460		          11.700
    68.480		          29.300
    68.500		          40.600
    68.520		          35.900
    68.540		          26.600
    68.560		          46.700
    68.580		          48.600
    68.600		          64.600
    68.620		          53.400
    68.640		          44.200
    68.660		          59.800
    68.680		          63.600
    68.700		          60.700
    68.720		          53.800
    68.740		          57.300
    68.760		          67.100
    68.780		          73.900
    68.800		          75.600
    68.820		          67.500
    68.840		          78.900
    68.860		          81.100
    68.880		          77.200
    68.900		          86.000
    68.920		          81.300
    68.940		          87.600
    68.960		          73.700
    68.980		          69.600
    69.000		          80.700
    69.020		          85.600
    69.040		          70.600
    69.060		          53.400
    69.080		          48.100
    69.100		          65.400
    69.120		          67.800
    69.140		          52.500
    69.160		          39.200
    69.180		          20.500
    69.200		          28.100
    69.220		          20.400
    69.240		           8.600
    69.260		           8.600
    69.280		           2.100
    69.300		           1.600
    69.320		          -1.300
    69.340		         -11.000
    69.360		          -5.500
    69.380		          -7.800
    69.400		          -9.500
    69.420		         -22.300
    69.440		         -20.500
    69.460		         -25.300
    69.480		         -38.800
    69.500		         -27.000
    69.520		         -33.400
    69.540		         -41.800
    69.560		         -43.300
    69.580		         -46.200
    69.600		         -53.000
    69.620		         -49.600
    69.640		         -65.700
    69.660		         -70.600
    69.680		         -52.100
    69.700		         -50.700
    69.720		         -64.600
    69.740		         -58.600
    69.760		         -68.300
    69.780		         -53.800
    69.800		         -49.900
    69.820		         -64.900
    69.840		         -52.500
    69.860		         -53.000
    69.880		         -53.600
    69.900		         -40.300
    69.920		         -39.400
    69.940		         -50.700
    69.960		         -43.200
    69.980		         -35.600
    70.000		         -23.600
    70.020		         -28.300
    70.040		         -30.500
    70.060		          -9.700
    70.080		           3.100
    70.100		          -5.900
    70.120		         -16.800
    70.140		           2.500
    70.160		          10.100
    70.180		          19.700
    70.200		          21.200
    70.220		          20.700
    70.240		          38.200
    70.260		          43.000
    70.280		          42.400
    70.300		          41.500
    70.320		          48.400
    70.340		          53.600
    70.360		          54.900
    70.380		          55.400
    70.400		          52.500
    70.420		          46.200
    70.440		          49.400
    70.460		          46.600
    70.480		          62.100
    70.500		          53.100
    70.520		          37.100
    70.540		          49.100
    70.560		          54.000
    70.580		          53.200
    70.600		          48.500
    70.620		          37.900
    70.640		          38.500
    70.660		          37.100
    70.680		          45.300
    70.700		          30.500
    70.720		          41.900
    70.740		          25.500
    70.760		          28.700
    70.780		          28.200
    70.800		          17.600
    70.820		          27.300
    70.840		           8.500
    70.860		          12.300
    70.880		          21.700
    70.900		          11.000
    70.920		          -5.900
    70.940		          -8.100
    70.960		          -7.700
    70.980		          -3.800
    71.000		         -25.700
    71.020		         -30.500
    71.040		         -31.300
    71.060		         -22.900
    71.080		         -21.600
    71.100		         -42.000
    71.120		         -37.800
    71.140		         -29.400
    71.160		         -36.400
    71.180		         -49.600
    71.200		         -46.200
    71.220		         -54.600
    71.240		         -39.100
    71.260		         -49.300
    71.280		         -52.900
    71.300		         -58.200
    71.320		         -57.100
    71.340		         -48.000
    71.360		         -45.700
    71.380		         -50.200
    71.400		         -53.400
    71.420		         -51.600
    71.440		         -49.900
    71.460		         -36.200
    71.480		         -33.500
    71.500		         -45.600
    71.520		         -45.900
    71.540		         -45.000
    71.560		         -38.200
    71.580		         -32.800
    71.600		         -29.300
    71.620		         -37.300
    71.640		         -35.500
    71.660		         -37.700
    71.680		         -38.000
    71.700		         -38.300
    71.720		         -46.900
    71.740		         -49.500
    71.760		         -40.500
    71.780		         -47.300
    71.800		         -55.400
    71.820		         -50.300
    71.840		         -60.600
    71.860		         -61.700
    71.880		         -49.000
    71.900		         -56.700
    71.920		         -58.700
    71.940		         -51.700
    71.960		         -44.100
    71.980		         -41.000
    72.000		         -45.900
    72.020		         -44.800
    72.040		         -39.500
    72.060		         -29.900
    72.080		         -20.500
    72.100		         -25.100
    72.120		         -19.600
    72.140		          -6.700
    72.160		         -16.200
    72.180		         -16.300
    72.200		          -4.500
    72.220		          -5.300
    72.240		           4.200
    72.260		           2.800
    72.280		           1.200
    72.300		          -0.200
    72.320		           7.200
    72.340		           6.600
    72.360		           7.900
    72.380		          -7.300
    72.400		         -17.100
    72.420		          -8.500
    72.440		          -2.100
    72.460		          -3.800
    72.480		          -4.200
    72.500		          -0.400
    72.520		           1.500
    72.540		          11.900
    72.560		          14.700
    72.580		          26.500
    72.600		          24.800
    72.620		          31.300
    72.640		          41.400
    72.660		          53.600
    72.680		          54.800
    72.700		          51.000
    72.720		          54.000
    72.740		          56.800
    72.760		          54.900
    72.780		          48.600
    72.800		          42.700
    72.820		          43.800
    72.840		          31.200
    72.860		          37.300
    72.880		          44.600
    72.900		          30.300
    72.920		          32.100
    72.940		          42.400
    72.960		          36.900
    72.980		          30.600
    73.000		          31.600
    73.020		          33.900
    73.040		          41.900
    73.060		          42.200
    73.080		          42.200
    73.100		          36.500
    73.120		          54.100
    73.140		          65.900
    73.160		          77.300
    73.180		          70.400
    73.200		          71.900
    73.220		          76.100
    73.240		          91.100
    73.260		          94.700
    73.280		          89.500
    73.300		         100.200
    73.320		          95.100
    73.340		          77.200
    73.360		          84.200
    73.380		          91.300
    73.400		          80.900
    73.420		          80.900
    73.440		          60.200
    73.460		          48.500
    73.480		          44.300
    73.500		          60.400
    73.520		          17.300
    73.540		          48.400
    73.560		          71.200
    73.580		           3.800
    73.600		          12.200
    73.620		          25.700
    73.640		          39.800
    73.660		          58.100
    73.680		          -5.300
    73.700		         -13.100
    73.720		          62.300
    73.740		          34.600
    73.760		          -7.500
    73.780		           6.200
    73.800		          23.300
    73.820		          39.200
    73.840		          25.900
    73.860		           5.800
    73.880		          19.200
    73.900		          20.300
    73.920		          29.100
    73.940		          35.500
    73.960		          16.500
    73.980		           2.700
    74.000		          14.000
    74.020		          24.600
    74.040		          28.900
    74.060		          12.800
    74.080		          -4.800
    74.100		         -20.300
    74.120		          -2.800
    74.140		           8.900
    74.160		         -14.400
    74.180		         -23.000
    74.200		         -22.600
    74.220		         -26.500
    74.240		         -25.200
    74.260		         -19.000
    74.280		         -25.200
    74.300		         -26.300
    74.320		         -26.200
    74.340		         -25.700
    74.360		         -36.500
    74.380		         -25.100
    74.400		         -27.200
    74.420		         -27.200
    74.440		         -31.200
    74.460		         -45.300
    74.480		         -39.800
    74.500		         -28.800
    74.520		         -25.800
    74.540		         -35.500
    74.560		         -55.100
    74.580		         -44.300
    74.600		         -53.300
    74.620		         -49.600
    74.640		         -52.900
    74.660		         -52.500
    74.680		         -58.000
    74.700		         -55.000
    74.720		         -68.000
    74.740		         -71.600
    74.760		         -57.500
    74.780		         -52.500
    74.800		         -64.700
    74.820		         -64.000
    74.840		         -59.700
    74.860		         -66.800
    74.880		         -80.600
    74.900		         -76.600
    74.920		         -72.700
    74.940		         -92.200
    74.960		         -82.600
    74.980		         -83.900
    75.000		         -80.900
    75.020		        -102.100
    75.040		         -95.000
    75.060		         -91.300
    75.080		         -99.700
    75.100		         -91.100
    75.120		         -84.800
    75.140		        -101.200
    75.160		         -93.600
    75.180		         -76.300
    75.200		         -84.300
    75.220		         -64.000
    75.240		         -66.800
    75.260		         -68.200
    75.280		         -55.000
    75.300		         -59.200
    75.320		         -43.900
    75.340		         -45.900
    75.360		         -45.700
    75.380		         -32.700
    75.400		         -43.900
    75.420		         -34.300
    75.440		         -31.900
    75.460		         -30.400
    75.480		         -32.700
    75.500		         -32.900
    75.520		         -33.900
